Category,Name,Price,Image,URL,Official,Stars,Sold Qty,Discount,Fast Shipping,Under Price,Installments,Gift
Điện Thoại - Máy Tính Bảng,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,4250000,https://salt.tikicdn.com/cache/280x280/ts/product/f1/8d/b9/eeb03af8d71650dc4d21cd0cb370448a.jpg.webp,https://tka.tiki.vn/pixel/pixel?data=FVtKXM2YII_LsBTxDo8n-TAZTeGfSgD3LEramhyvWASfZvlU5VLmRAnvqb-pLH_uhV6QvMb7zxVWvc8mIMwU8EEm-51DginOzneageLCRt_jwxnBn6hpNZ9N1DAXqf5IUiENgNf05p5Ebe1B2nn6atwKQyeZHfnf3GLDAatSO9Ud3bnsvKpYZ3HKfKn4jnP_uPAnv2bG1Nmy4V_d1I0F1z2-8PNWBUXFMPGAIt5S--mPEc6tvxcW___jICw5l6LQktaTogCWVZU8ORGHGWRj9jEz7wW5SgGXnGQBj6H7bXRuJveqeMIW319F8RnvfEfwofEwBPld2H9Q4FfVakyI8ZT0YcJXS7fjzXOEt9olaFft-cDh10tpRlkMohbeZEyBwgWIr_md9RDOFG-ikrUBjEBfqrCZBNHVzH9-1v1xyCu5vwrkUCzMIibcufzYIHQtYZYq_tcTPGjmW5nQbb88R0BvHeJWUJNqjtu6nKaTHlvep2Kkv5u-Y8PQB5LY4OjMbSHpG4AbqEekKPInkdcmGiam7mY-TnlmHNDTf8IUz2Jqw8UDewUJrWjDu07zGBxQUKPayPHtx08ZILF-SvRUoq7TEuZf-29t7_o7A3SwPb3o3BxMPYSpBj8e0j54rLmlrS5W9WhxBPFrSM8xb3wHUTwlljGoTSgxwqW5Eg4BCn_5BPlF2JCyVW5Jv8BRMx8rSOg8_a_L2q15nbjB8n8bINOG-Pzz99mSA7UwAXTMtciwN1fqWMNlFOs5TJkVKhxDX3cP7UTbgbBU8dBzaQUPGwhNfCDlD3clItwO_bzxMJ6nS8qH0APM5Q0u7DRX_9c2wtnj9wofH6AJ0dzZ5FvuxoJhehoyAVmPiIExWJcaY928AwUa5ue7DnHhxeTbpT0piD8hKMGZLfNorNUnEwyg01iNGUpf7-Mix_SUeNIh7yZqtbkJ8z36WB3FAgvLGWMnBOYro1p8kG_fdBkhmK6csi051lFU7EmtFUNldsLxWVy-09RkdMz1&pos=13&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,5.0,147,25,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại Vivo V25 Pro 5G (8GB/128GB) - Hàng Chính Hãng,9990000,https://salt.tikicdn.com/cache/280x280/ts/product/50/c1/c3/600fda9a8310cf43494cc5658f1aedbb.png.webp,https://tka.tiki.vn/pixel/pixel?data=OR6Ono5s14K3_Wp76nDcaBrue1TqdQz2jLCjWqWL9Fev43y-epJuWn_dutJq0j6BuOYCszkM8EmC59rOhqZ99mOt4rDtXoRG8l43TsEIcbctK2cMTi5t_Lo7KR5wJmza-a1r36yFuCRpbP40Lki6AatxsvgAlH4XBbFE-Yxr-aEd2lOy5RZGDoFnNSF7x-zl3n1B1A7vC6w3-piOTJ43T2NtPqsHWW7W1lxDOjxBhWdg9CFsk-VAoNjdsn8ix1Y-xG8Y3kI3zvj5xDN6QUAbJ4zRVM4GefoGd8VX12zSxsFd_ck2iQjXEtucEbJTPgQaf2raWyNZk90xbRRQ6cpFh4Bwe-smxm7hVSCWTQJSqsUUz3TSmFVDlLGX36i25l5WgUiQZM3uOaUrwNthnEv_IEtkYl9A-Fs-7LeVQflLSX-mv8DzI8yP43p8nAl2ZrYcqLpJJXS3eWhybGv62KNLgbvxwga6Zt7DwzzDtdS2yT95OaIi1Vr6rcJZxHabg-xcHzkcD_0fWsryYK_VZcUsGZt7W-nk5e3Z3XrCRXkhSmA8kBTBoIXCkFPMy9Nj3ZeG1X1O_T3zPq0yBJWGmm6bZC5eAaFJ3U0z7gqOFMKe6wR89Xp-raO3RBX9rMXA7Mh3EpKAXME79PAd_01pOxm_UJ-UT1mSMektne8dt_AsEc6zk2bJBBGab9oSOp9utcemRPO3_-zMAJEJ7eRQmYMuXg5hjQI8yMbavKOMHO5uYqHOVl8CbuWZSvfsfedgW-RwkwbC3SNhggP8Zc8cGkTcPlgAgMLBtRp1REZMnr9SQDo06X6iDBqtY3g1DjJQWGHPBngNLMzwuQ5j4DNV_favb9T5waq-KSaJnGxwO2f8nYjv7HXCg6S4-LXfnzTPuodaS8NiMiavWCyjhjtx3IQ7lNryCYEWRZPre5NRlMwWSoMt1bs3haYB3hFlVw_GbDTuR_xSSdsQg92vwrArDYBnqRqV40uJ0unP27sdtp2LFg&pos=14&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,Not available,0,29,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại Vivo V25e 2022 (8GB/128GB) - Hàng Chính Hãng,7990000,https://salt.tikicdn.com/cache/280x280/ts/product/d7/bc/2d/f018e67f8f365475e0e0552afd4caec9.png.webp,https://tka.tiki.vn/pixel/pixel?data=pc38jO_sOfgjzwjuV996-s88d7uxJyWjlODPLX7I34GdwsZg1Z5vGP3860KAuY2qpm5SqseF6cRgVwkpZXYV9YlHFaCSXcDKY4GNr-fF1JoM-bZx3h9Og3Cbx-z96wlmUYOSBEuNOgXy1wOXi_yhT5iFj44uECAjIblDh-TDXO92nLLH3snoxLGj2ANg0QDKs_HOtJiX8OE89oUir3QphR7vyyckmAS6tTJM9bzNx-vtJip_VMvGHRWkMx6Ya9E0P9DI5lTk8MdTDXEhzl6u0h5jGWmO7roMO6Is6oBgfscOjhL7CA-fQEA_hCNRp14fISUIVF8oAbR-9O-TwnxQSmaf8_Wh2Lz3be3y_6r10oAub68fqLioitEyYVYvGHs-A84AJEogxZgRhaK0-M_7tS0uqfX4oiNjSD4e3hnbWB5XwELVPl3TXweJQnHUiodtizshtZ5tBfyxkgf3AD9VdJ327KU_4f9DqGrORTTDTtXr5ZQt2aey5uYPanFApGVMpECyi-esZzhTYP_ymAEhzUh9fB3MEMRnVEAdERAqto6tst0N03EYz5xllbW1zqBK_V-wm8HuisHfHhPDcj2ZcFDlEoYngGel_C13lyGycc2N_MslCYK2xDaLsBQuLghJAKd71aIiX1n5f1NRoxkxR3NMh-zULTpS9dezS88ADxfKxjBd8emH5bYHYYvmqRX-79209aD3tazQcEXNwh6K0xcwdzLMqHDussb1OqYQ3zcErGgtC47NEUF0BS0nl02MLYvOMG03_DmstW7QExaWXnzo47sLeIIzqceANVX2O1f_iqRf9ds8EFmwPypbNYNwNRWTlgCb7LACFu_j6cx5giD4hmoYsK7on3BfFypQO-_wUG9ZSwNMMfeMUBowV6X-MlEnmgfIkZnU1V9xGUFrHdcQrZ-6bKIWgl-Ogjs7zdeFm-C5A3TQ9xQEU-bwUvEOsrEbVlOddLUjJBZoeusf2vhqwbdRFvH68hYBSS0gHxukHQSqT6zDch4643pEI5kewZlAWSF6xqdc5X2SBapmrFgQfAkiIqmaKQ8ianDabtfqQzRM-d9BRXn2DbwbYCTtix8rcyg&pos=15&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,Not available,1,6,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại Samsung Galaxy A53 5G (8GB/128GB),6590000,https://salt.tikicdn.com/cache/280x280/ts/product/49/02/20/80c2814c51357f7af54c04f5c6bdf72a.jpg.webp,https://tiki.vn/dien-thoai-samsung-galaxy-a53-5g-8gb-128gb-hang-chinh-hang-p170497385.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.170497389&itm_medium=CPC&itm_source=tiki-reco&spid=170497389,Yes,4.8,594,34,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng nhập khẩu,2820000,https://salt.tikicdn.com/cache/280x280/ts/product/14/2f/c6/53ac86242a3e7900fec81edfe5f03e0f.jpg.webp,https://tiki.vn/may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-hang-nhap-khau-p125182567.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.217727935&itm_medium=CPC&itm_source=tiki-reco&spid=217727935,Yes,5.0,1056,29,No,Yes,No,Yes
Điện Thoại - Máy Tính Bảng,Apple iPad Air (5th Gen) Wi-Fi 2022,13490000,https://salt.tikicdn.com/cache/280x280/ts/product/42/0f/92/2f5a875401334239950b277660ccc79f.jpg.webp,https://tiki.vn/apple-ipad-air-5th-gen-wi-fi-2022-p184253251.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.168721266&itm_medium=CPC&itm_source=tiki-reco&spid=168721266,Yes,5.0,568,29,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Apple iPhone 14 Pro Max,26990000,https://salt.tikicdn.com/cache/280x280/ts/product/f5/52/80/675e31a670afc560e7b0e46c0b65fb4f.png.webp,https://tiki.vn/apple-iphone-14-pro-max-p197216291.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.197216310&itm_medium=CPC&itm_source=tiki-reco&spid=197216310,Yes,5.0,2962,21,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,6990000,https://salt.tikicdn.com/cache/280x280/ts/product/7d/c8/22/8be548facb013ee48daae3929135fcdb.jpg.webp,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p175845367.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.175845369&itm_medium=CPC&itm_source=tiki-reco&spid=175845369,Yes,4.7,373,30,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại Thông Minh Xiaomi Poco F3 8GB l 256GB - Hàng Chính Hãng,6790000,https://salt.tikicdn.com/cache/280x280/ts/product/de/78/10/7d2c18664ad21c8c1b35e6295faf8df9.png.webp,https://tka.tiki.vn/pixel/pixel?data=r-EfH6vs_jwh4sjQReaN3fLwFra_iAMlMFGrAkgZU7ODpI9QzFcxfqHrT2pJ5I7cTbvm9AIyLVoJyAEQOFAlgOc1vaMkb4rZu-GDmEGp-7xd6c7QfI7732-DriJkfqoMU1L8y59VcJ-5GwkhZn5hRZ027rbXOSgtA36aeB8al0y87Uq9MRvBBSKe0_aP8CrWiXP9J59_r3HNYzsJgEKZXH4mdsREobiP_MseILtDvwnDcSZ2HLBqoCVM0MHK0QK7E2SevkXxwG9_e9HMoE_zH_0vpc1VRdQ8DSzRbnmJBZ4DZ2DUR9XOozir3HgwRd5Yx1eCoIy1N8hZndTrd-jpiI8k4jt0DX2AogNkaH0TtuHip4htCdDTA7kUB4OX1aREoN4pZxCGBfjvILD2wSkvaX0QKeosMfcxNe6PxVLnXdHXwPDTMbuVhCBxXemp72vT1uGrZDiuKEea0udTLXV_7XlsKhRzxdI-FKbj1ilOAF0nN-3v7t6woFXRGg5oMZzYMHNH86p_RskFopXrgY_WGTQcPKVFrUxbSNI9rCHKUSYG1TgPhKRmcGtvMepz4yGzYl4kSAsys7_kEr6C0urr2kqqjJ0kBgHSOCVw34wGf4Naj2XoAVdOAqYs7s1u1CLHVWTQcs318xyaFEWcqkSQz0t-toBCG8b8czft2jB4G-5yKGHkUcjXJDGzgEE0CO1Plb7JkY1osYL5kefCiIrVctldN_MOREM6PosLbfK7NEi4F_AbJFRLRwErJZvkXqiAFZd5s5dDcmegk_NPZ0KiWdhqqD9XkKXkO1y3ioL6xQmkHQi_J6ittsLfQHiBNLGVmOHWiiRoqMSwVeGN0IiffEVFBR9b54-7etXRnPvv-p1a1c06DZSgeglomO2MyS7TS8MbRTm2eT4gz_z68Rh3Dp1R5gVOK_qrzFmsneyIqCHW7QJh5xplawfFakRS5lHe8N9wYXd2rX8m_gZZJofdLsBzEGo_OrNK&pos=21&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,5.0,156,32,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại di động vivo Y16 (4GB/128GB) - Hàng Chính Hãng,4190000,https://salt.tikicdn.com/cache/280x280/ts/product/b6/d0/48/903df4901720aa20c2919508b7fceaf4.png.webp,https://tka.tiki.vn/pixel/pixel?data=NWx4-bpvYPF_hLoQ60DqKnoTcbNoPUHviis-px1aI2K5lZvNCYmBHzO2l5-SFfQ19uYPLq-Q_zFQpQgxlnrTqBNdj5DvPK5vSPmFuHbt5NQUcxOGXOkqL4RHvC1bxSMnBwojJi4I-bpQbMErHN5ECgbN4QdwE0CX56LtiVczKyLIH0xY_hdjUOpunH2j0e8WNmkrolwmlScSYPGKli-CAx-mKIXlJP4pF18afPvwBkn1lXzBKTvEFItXrJwFl3mREsABf2EGACjTzjQaHUVUbQvSTrmHdYqe0SWhUsuZT-MNbpjpba_uT8Y0MZcoOvrP4yOq5vhWWSBEMvi2cx2J0hSYcOnIE6Bw7K7v9YS3r64URnezuj7DnW7kjGleLddvTRbhS944_voSVRBKhSlqO3S9UZ3LAtu_HLcfcp3FR5JFmzoCj2HsCQfSUdkC05hUfkcO9T9TfgSYAdfPJmLunQdUEvAcRDaaXc7Jekpinhytte3mPs8ubgcYrYKNPmJERQARZNxrotPR9FhK0s570B94Dz1gGStn3oliQ3PwGk941wLgLDPbCO8o43P4k9Sk31GaomGPDHhVu1a2-HQqNFeDiZrdiFowS1eQVtoIAsC5Ff1BWiuND51nWIFT63riDqOLrEfESvRB6f1QcfHxPOzETKUTZHYV7zKxPSipppzNj37r2_R5XNeHdYagMkMOlRP3Jdzwv3uA-eL880LnBOLCDPqOqTcVpDy2mqeYsGxYqtKxWnNSVIh2Cwd1VSi-66lRs6X_UmdYJejhGSAWH_D9wjbQeei1sI0g4RWiGZg3lJ1TqDlDYUCOu2V6R3jFU_m6e00muTaTBd5SP9OndPrY8ucg5i16H-EK7YM6YHeQrsRoXgW0GuwAI7aCkx-rErUY_2WkL7ANr2dZYnIzku1Lyl1BvaVZT99oahHi9bZ71HeqKgmNmqQl_S6n_hUYKM0TcIWvhlQEjbk7mHbQjRfQsbq4perH&pos=22&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,Not available,2,7,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện Thoại Thông Minh Xiaomi Poco F3 8GB l 256GB - Hàng Chính Hãng,6890000,https://salt.tikicdn.com/cache/280x280/ts/product/de/78/10/05f7b2961bbeefe061d4542339a46015.png.webp,https://tka.tiki.vn/pixel/pixel?data=qIwu_vZzk0fZC7YHgMQyvT4ZJ5exGUBVdH57uQ5JKLq8V1BY6DRgqg8wKPlWS-dXu4NAgkxfYI8v0BUvXyLJXRf751rJb-6w6zF14Mds7vqniv5FQapch8jpgLKhtcK8L4dCZp1-v36yM1kwNmYldpuc38Lc26A-WbqFsuyMAEYAqNsIrz79aF64CmWjazz8PVopEP5wXXRWofiA55_ZiHqy9ihVDsnGGESwHP-dbNTLcIgvha1ZnCIA1GqBWD7G0qaY102uu4D7_XNmZyN9d7iqAEczAIxo1FoNSTWDqnJQHflQRcodcpvWpxQE5mryU58qCUTXCLviJAlesstBCBtf1NhAmhFv-y_kyAauflB1eMPzzSSP_1TDW6f40d15U5D6pfL78HMNCkNJ2zHBB0Bx619tatoNggVe3kmwGDAydTWsqtc9RGuJS-9XyWI2ybYc_Ig8jvOm7EDhdZomR92j3N1KmlE3NJt2llVUK4NMVIwTo_J8oUak1A1zenZ4-tf7aJfSx66P68FI6diKREW_TgcO8I6bvwkYk8MFjlq39x8ZG6u5DocrU2jIVb-uk6Wd8JBM6NuMfPmOCtnCguQTERYy8dvvLARriIYrcl338Mt3jLwZHEkHKbP-3ijuzs69yMMlVmTH-EuSbPJa9S_edd3lPMrQrOT-4c54suei9X5nGdHyF9vly1POWl3X0RpYBNay6eCQOcQJJI4PUBOE7nXXEvBAls6SCMzaqdIENDWTUEghx8IkyE7XsO1m-0qv--rv_qsAqrWIGAGZVvsnaPBuVUrEBjitBA-0aEk-DHoJ754hvi_6fIlBqs7GljYMycrjTUCShWvAvk3xC6TkFO_yR-r-OVvnmQIrc6uyLO6T9RmoZBe0Zt2osMFIQ4Dr9apmi7cEqI6EsDYSTTSO3o2Ibf1HUGzlx2yhAFEEnAdcLUoOjwk_dKvPaHjPADrCb2hxPcmgAELwjuxhNW5c4FCMCcwCcg&pos=23&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,5.0,10,31,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại vivo Y22s (8GB - 128GB) - Hàng Chính Hãng,5290000,https://salt.tikicdn.com/cache/280x280/ts/product/e9/2c/36/43bd772311b625c7aae98f37308db181.png.webp,https://tka.tiki.vn/pixel/pixel?data=QyC_vTlPvCNHeYSdObsfxrc2xbl3lOeBi4jxNuct0gqlV0lKHp8X5Isk6csZvikar455tBTnkqXirVTBkkc77qGWOKb1GgBphSqihhC1uZ5-XOYoKHjR66kUGImlt2J4Qfb6Tcj55i_noFUZFdccexQ41E_a6eC9k55y0UMY0QyFwxMUKxkXRTSxLglHTpO5UMR54ZgRnlJ26vvkvtd3iHLTzyGJ-IkA6bkMf6B8kX9lnrmcRg3B7epFJ9F__BNlUdZjGDjCYG0oDlodRmfOqBfBBiKsx-ubUzdHkNmmurjGgo1Rb20BwiDJWw19UcltpfmFDs99AkokGGM8hHOROcMIX2rlfzhH3qUa4-nTnhulFXMHmizo40smXqMRM6X2gCFgMLMZxXfwC3OjnNgvzyWoeswg3tT8Tbzihte1nnIn8dM6CEPO4vXNI4a9BtBsby4ksVe029xtfDJlLKqziQD_nscOjDvxS3V3Tk57VYVc4HcRrzZSNxNsy-7hu_oojrqeBn-6ue-WZd5jHOw4juTLs3dWsUJfYZpwKvtO2Oxby-BIgbwSmoeJulaZeovz8ZQFtr54utRYa9cusunLqNxXaqIFbb8t_ri_0AKe6lvrXlwtlXHesZYgFSR0Wu4un3jPUIE_per2qOiVAE_4i6NqQy24ZKIhsLOSeJhqlCUppmB-VDmJFkPSN7kAQRGPpFJ2vkHy3lMcM9s5mpo4cmQoy_-8tUUIvb6WSs2sbTIy6jVweoJHgFlPqOwKg3-V2c9t-qURAqHoXP-X6XbHhBirTsRgQutm0z3j2th_FVdaequPyfa2qOZbSi_n4u66ZF7plLytNjDu0jIzCk8TW7VcWyIfNyxaOsHgl3RoersnVyOrWO7spFboL7JLvyOw-3mDbxk_RCpwjjCZD5DfRfvssOugiIsd-jm2Rwu61yQk_eXElaXpB6atDyoAJHqo2GGKTJwtHYEp7IU3-rsKhSAhkNmX1aq0gQ&pos=24&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,5.0,3,12,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại Samsung Galaxy A13 (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/69/f4/3d/263c611491a05d0b373266f936b36fa6.jpg.webp,https://tka.tiki.vn/pixel/pixel?data=tzwxkgPIpZbtGcloW4HNQ5Ie0n-mb98wh6ObzPGiINYPyQms3ag2plnIJnslrg-XA_R0klizeDuETh5xsS1eLYugmKwtnFABDdNkCmu0js_N46TKCy6Q1kBBWoT7bU73P5G8VWqg1B3pEzuAJOptfsodKKxyeI7QbWc8-91kwM69xgdoBELtWd6QAGhseC7Mz_Rsg_SIzl0F1jUPEhMSCtBG3HeFlVzmwz97-gpobwbccDZCWVRsQ8lzs2P97mc6JiSYnwY0s4cD0wkaB5tzItbBp33HJldMRI5UyyElWI34TezH5ZzGIxtOqWAgD3ufI3cAD_iYh3-hAmSGFLqJAZWsGCEe1XUVLmVG84nU7nnzjevi7dv0ITXiBvWshl9uuOCRHLsr5cQ2y4S5DPc4mKJG9BU1ypem6JzKywGrt0RySePVYrOmVzXYjESfG1-6_51u_ofXoJBzowc1EpMXnshYvHb11Ev_VR-W05aKsr_lvHS6ekFhStITsKWobiiARTFz1lcJGaGy5MOPmXGYDQ85SuBsFqirPoogZOZAcZFDC-ZMrmICr_rAKSmV_6piZD5BDQ-o5_c0EtMweUFbSzQo8rK545f8sB7g9CJRQZA2Ldtv_QumIzVukpEBEyaEcw2OHEfqLsSd8Y8ETeZBoaau4d4D61BKHcf3pn-hkq_flBFdLNbEEai7vtmka1fVUuG7ZFiV9vu5UvC6Q1Yon_PBw2vkDIppUmmvHRgx-X2u8VUjNjJIEu2mRIoEHtFWHAluae_E5MV91Ln5UGq7sfSC6i-dsqT-egeVsJU9cPMxiFUYBSnx69fqsQaJaZPl-4W9GQ5wLl2K4ZlBxdxC_JtHyBH1Wj6ZzyZp1lS0rBe8xjIG0esU_riQrf5lAAVh4wYGxzhW4Vyy8W9U7dg8ZxeHbsmtilE2CHeA8DhEUa_TP_vEquhlDYV5vVji33mTMH9CA4mAauTtYgyGhgzrqZAqAGg0YJ4a9Jlvs3mTyqPVu0h2vkc&pos=25&reqid=baridnoLaf7Q0Uhr&type=CLICK,Yes,5.0,49,None,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại Gaming Tecno POVA 4 PRO 8GB/128GB - Media Tek G99 | 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,4390000,https://salt.tikicdn.com/cache/280x280/ts/product/b2/2c/44/caa24bf38721f9b9ea0e10ad8ee9e35b.png.webp,https://tiki.vn/dien-thoai-gaming-tecno-pova-4-pro-8gb-128gb-media-tek-g99-6000-mah-sac-nhanh-45w-hang-chinh-hang-p203764665.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.203764667&itm_medium=CPC&itm_source=tiki-reco&spid=203764667,Yes,4.8,221,12,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Apple iPhone 11,10490000,https://salt.tikicdn.com/cache/280x280/ts/product/a1/cd/ce/84a16c41ac07ce50d754e44a16ecbd1c.jpg.webp,https://tiki.vn/apple-iphone-11-p184036446.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.32033721&itm_medium=CPC&itm_source=tiki-reco&spid=32033721,Yes,4.8,5000,19,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại Gaming Tecno POVA 3 (6GB)/128GB - Helio G88 | 7000 mAh | Sạc nhanh 33W - Hàng Chính Hãng,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/7b/be/45/6d82d82d2f2e89a4193538374f0b8657.jpg.webp,https://tiki.vn/dien-thoai-gaming-tecno-pova-3-6gb-128gb-helio-g88-7000-mah-sac-nhanh-33w-hang-chinh-hang-p187266104.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.187266106&itm_medium=CPC&itm_source=tiki-reco&spid=187266106,Yes,4.8,290,20,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,2850000,https://salt.tikicdn.com/cache/280x280/ts/product/f1/0c/81/41e9b11f1e3e293bbddaef8d9750069d.jpg.webp,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-lite-lte-sm-t225-da-kich-hoat-dien-tu-hang-chinh-hang-p103168844.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.104310220&itm_medium=CPC&itm_source=tiki-reco&spid=104310220,Yes,5.0,672,43,Yes,Yes,No,No
Điện Thoại - Máy Tính Bảng,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,4150000,https://salt.tikicdn.com/cache/280x280/ts/product/14/2a/1a/c3974269f495d7735bc252136924a83a.jpg.webp,https://tiki.vn/dien-thoai-xiaomi-redmi-note-12-4gb-128gb-hang-chinh-hang-p250109584.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.250109588&itm_medium=CPC&itm_source=tiki-reco&spid=250109588,Yes,5.0,75,17,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Máy đọc sách Kindle Paperwhite 5 (8GB) - Hàng chính hãng,3490000,https://salt.tikicdn.com/cache/280x280/ts/product/fc/37/17/2423c7171eca0d55afd91540d2906bd3.png.webp,https://tiki.vn/may-doc-sach-kindle-paperwhite-5-8gb-hang-chinh-hang-p179547641.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.179547642&itm_medium=CPC&itm_source=tiki-reco&spid=179547642,Yes,4.8,394,30,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Apple iPhone 13,16490000,https://salt.tikicdn.com/cache/280x280/ts/product/dd/42/95/ae7976cda4f1ae1de6be8c5e84df1815.png.webp,https://tiki.vn/apple-iphone-13-hang-chinh-hang-p184059211.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.123547420&itm_medium=CPC&itm_source=tiki-reco&spid=123547420,Yes,5.0,5000,34,No,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/68/e8/9c/403685bca48a59f4b9b8d90da9b9b687.jpg.webp,https://tiki.vn/ddien-thoai-realme-c55-6gb-128gb-hang-chinh-hang-p247823537.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.247823545&itm_medium=CPC&itm_source=tiki-reco&spid=247823545,Yes,4.6,59,17,Yes,Yes,Yes,No
Điện Thoại - Máy Tính Bảng,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng chính hãng,2750000,https://salt.tikicdn.com/cache/280x280/ts/product/17/1e/dc/cd77b2c9c3755b756db7659d67df90d4.jpg.webp,https://tiki.vn/may-doc-sach-new-kindle-11th-2022-16gb-hang-chinh-hang-p214756058.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.217500608&itm_medium=CPC&itm_source=tiki-reco&spid=217500608,Yes,5.0,40,11,Yes,Yes,No,No
Điện Thoại - Máy Tính Bảng,Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,8650000,https://salt.tikicdn.com/cache/280x280/ts/product/76/85/ce/168181ea3eb85d9ea8818736dc670fab.png.webp,https://tiki.vn/dien-thoai-samsung-galaxy-a54-5g-8gb-128gb-hang-chinh-hang-p247730281.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202307010600_MD_batched_PID.247730285&itm_medium=CPC&itm_source=tiki-reco&spid=247730285,Yes,5.0,33,18,Yes,Yes,Yes,No
